day,npm_browser_logs,npm_browser_rum,npm_dd_trace
2018-04-08,0.0,0.0,0.0
2018-04-09,0.0,0.0,7.0
2018-04-10,0.0,0.0,4.0
2018-04-11,0.0,0.0,13.0
2018-04-12,0.0,0.0,1.0
2018-04-13,0.0,0.0,0.0
2018-04-14,0.0,0.0,0.0
2018-04-15,0.0,0.0,0.0
2018-04-16,0.0,0.0,3.0
2018-04-17,0.0,0.0,6.0
2018-04-18,0.0,0.0,16.0
2018-04-19,0.0,0.0,62.0
2018-04-20,0.0,0.0,54.0
2018-04-21,0.0,0.0,4.0
2018-04-22,0.0,0.0,3.0
2018-04-23,0.0,0.0,35.0
2018-04-24,0.0,0.0,58.0
2018-04-25,0.0,0.0,45.0
2018-04-26,0.0,0.0,42.0
2018-04-27,0.0,0.0,52.0
2018-04-28,0.0,0.0,1.0
2018-04-29,0.0,0.0,1.0
2018-04-30,0.0,0.0,32.0
2018-05-01,0.0,0.0,14.0
2018-05-02,0.0,0.0,49.0
2018-05-03,0.0,0.0,46.0
2018-05-04,0.0,0.0,15.0
2018-05-05,0.0,0.0,3.0
2018-05-06,0.0,0.0,2.0
2018-05-07,0.0,0.0,45.0
2018-05-08,0.0,0.0,58.0
2018-05-09,0.0,0.0,59.0
2018-05-10,0.0,0.0,55.0
2018-05-11,0.0,0.0,47.0
2018-05-12,0.0,0.0,17.0
2018-05-13,0.0,0.0,1.0
2018-05-14,0.0,0.0,56.0
2018-05-15,0.0,0.0,96.0
2018-05-16,0.0,0.0,125.0
2018-05-17,0.0,0.0,126.0
2018-05-18,0.0,0.0,130.0
2018-05-19,0.0,0.0,34.0
2018-05-20,0.0,0.0,3.0
2018-05-21,0.0,0.0,74.0
2018-05-22,0.0,0.0,388.0
2018-05-23,0.0,0.0,107.0
2018-05-24,0.0,0.0,301.0
2018-05-25,0.0,0.0,277.0
2018-05-26,0.0,0.0,3.0
2018-05-27,0.0,0.0,2.0
2018-05-28,0.0,0.0,41.0
2018-05-29,0.0,0.0,52.0
2018-05-30,0.0,0.0,251.0
2018-05-31,0.0,0.0,338.0
2018-06-01,0.0,0.0,266.0
2018-06-02,0.0,0.0,66.0
2018-06-03,0.0,0.0,50.0
2018-06-04,0.0,0.0,257.0
2018-06-05,0.0,0.0,351.0
2018-06-06,0.0,0.0,430.0
2018-06-07,0.0,0.0,296.0
2018-06-08,0.0,0.0,223.0
2018-06-09,0.0,0.0,46.0
2018-06-10,0.0,0.0,52.0
2018-06-11,0.0,0.0,190.0
2018-06-12,0.0,0.0,412.0
2018-06-13,0.0,0.0,551.0
2018-06-14,0.0,0.0,707.0
2018-06-15,0.0,0.0,462.0
2018-06-16,0.0,0.0,24.0
2018-06-17,0.0,0.0,24.0
2018-06-18,0.0,0.0,631.0
2018-06-19,0.0,0.0,697.0
2018-06-20,0.0,0.0,738.0
2018-06-21,0.0,0.0,639.0
2018-06-22,0.0,0.0,804.0
2018-06-23,0.0,0.0,70.0
2018-06-24,0.0,0.0,62.0
2018-06-25,0.0,0.0,1005.0
2018-06-26,0.0,0.0,1101.0
2018-06-27,0.0,0.0,839.0
2018-06-28,0.0,0.0,904.0
2018-06-29,0.0,0.0,880.0
2018-06-30,0.0,0.0,32.0
2018-07-01,0.0,0.0,10.0
2018-07-02,0.0,0.0,655.0
2018-07-03,0.0,0.0,921.0
2018-07-04,0.0,0.0,816.0
2018-07-05,0.0,0.0,984.0
2018-07-06,0.0,0.0,873.0
2018-07-07,0.0,0.0,39.0
2018-07-08,0.0,0.0,87.0
2018-07-09,0.0,0.0,1077.0
2018-07-10,0.0,0.0,1106.0
2018-07-11,0.0,0.0,956.0
2018-07-12,0.0,0.0,811.0
2018-07-13,0.0,0.0,715.0
2018-07-14,0.0,0.0,57.0
2018-07-15,0.0,0.0,20.0
2018-07-16,0.0,0.0,814.0
2018-07-17,0.0,0.0,777.0
2018-07-18,0.0,0.0,767.0
2018-07-19,0.0,0.0,782.0
2018-07-20,0.0,0.0,686.0
2018-07-21,0.0,0.0,115.0
2018-07-22,0.0,0.0,103.0
2018-07-23,0.0,0.0,1002.0
2018-07-24,0.0,0.0,1003.0
2018-07-25,0.0,0.0,1235.0
2018-07-26,0.0,0.0,1221.0
2018-07-27,0.0,0.0,1052.0
2018-07-28,0.0,0.0,93.0
2018-07-29,0.0,0.0,118.0
2018-07-30,0.0,0.0,1437.0
2018-07-31,0.0,0.0,1515.0
2018-08-01,0.0,0.0,1164.0
2018-08-02,0.0,0.0,1461.0
2018-08-03,0.0,0.0,1015.0
2018-08-04,0.0,0.0,192.0
2018-08-05,0.0,0.0,312.0
2018-08-06,0.0,0.0,921.0
2018-08-07,0.0,0.0,1557.0
2018-08-08,0.0,0.0,1140.0
2018-08-09,0.0,0.0,1248.0
2018-08-10,0.0,0.0,1237.0
2018-08-11,0.0,0.0,233.0
2018-08-12,0.0,0.0,156.0
2018-08-13,0.0,0.0,1288.0
2018-08-14,0.0,0.0,1348.0
2018-08-15,0.0,0.0,1613.0
2018-08-16,0.0,0.0,1302.0
2018-08-17,0.0,0.0,1174.0
2018-08-18,0.0,0.0,135.0
2018-08-19,0.0,0.0,93.0
2018-08-20,0.0,0.0,1426.0
2018-08-21,0.0,0.0,1638.0
2018-08-22,0.0,0.0,1672.0
2018-08-23,0.0,0.0,1535.0
2018-08-24,0.0,0.0,1449.0
2018-08-25,0.0,0.0,171.0
2018-08-26,0.0,0.0,169.0
2018-08-27,0.0,0.0,1199.0
2018-08-28,0.0,0.0,1981.0
2018-08-29,0.0,0.0,1785.0
2018-08-30,0.0,0.0,1793.0
2018-08-31,0.0,0.0,1633.0
2018-09-01,0.0,0.0,332.0
2018-09-02,0.0,0.0,175.0
2018-09-03,0.0,0.0,873.0
2018-09-04,0.0,0.0,1831.0
2018-09-05,0.0,0.0,2069.0
2018-09-06,0.0,0.0,1758.0
2018-09-07,0.0,0.0,1157.0
2018-09-08,0.0,0.0,215.0
2018-09-09,0.0,0.0,97.0
2018-09-10,0.0,0.0,1859.0
2018-09-11,0.0,0.0,2415.0
2018-09-12,0.0,0.0,2347.0
2018-09-13,0.0,0.0,2373.0
2018-09-14,0.0,0.0,1870.0
2018-09-15,0.0,0.0,233.0
2018-09-16,0.0,0.0,161.0
2018-09-17,0.0,0.0,2085.0
2018-09-18,0.0,0.0,2250.0
2018-09-19,0.0,0.0,2886.0
2018-09-20,0.0,0.0,2616.0
2018-09-21,0.0,0.0,2216.0
2018-09-22,0.0,0.0,492.0
2018-09-23,0.0,0.0,542.0
2018-09-24,0.0,0.0,2388.0
2018-09-25,0.0,0.0,2675.0
2018-09-26,0.0,0.0,2891.0
2018-09-27,0.0,0.0,2663.0
2018-09-28,0.0,0.0,2837.0
2018-09-29,0.0,0.0,239.0
2018-09-30,0.0,0.0,188.0
2018-10-01,0.0,0.0,2309.0
2018-10-02,0.0,0.0,2832.0
2018-10-03,0.0,0.0,2953.0
2018-10-04,0.0,0.0,2423.0
2018-10-05,0.0,0.0,2166.0
2018-10-06,0.0,0.0,195.0
2018-10-07,0.0,0.0,266.0
2018-10-08,0.0,0.0,2385.0
2018-10-09,0.0,0.0,3280.0
2018-10-10,0.0,0.0,3332.0
2018-10-11,0.0,0.0,3181.0
2018-10-12,0.0,0.0,3101.0
2018-10-13,0.0,0.0,253.0
2018-10-14,0.0,0.0,381.0
2018-10-15,0.0,0.0,2682.0
2018-10-16,0.0,0.0,3687.0
2018-10-17,0.0,0.0,3592.0
2018-10-18,0.0,0.0,3415.0
2018-10-19,0.0,0.0,3155.0
2018-10-20,0.0,0.0,272.0
2018-10-21,0.0,0.0,618.0
2018-10-22,0.0,0.0,2773.0
2018-10-23,0.0,0.0,4132.0
2018-10-24,0.0,0.0,4473.0
2018-10-25,0.0,0.0,3223.0
2018-10-26,0.0,0.0,3141.0
2018-10-27,0.0,0.0,958.0
2018-10-28,0.0,0.0,317.0
2018-10-29,0.0,0.0,4063.0
2018-10-30,0.0,0.0,3741.0
2018-10-31,0.0,0.0,3785.0
2018-11-01,0.0,0.0,3805.0
2018-11-02,0.0,0.0,3868.0
2018-11-03,0.0,0.0,756.0
2018-11-04,0.0,0.0,401.0
2018-11-05,0.0,0.0,4144.0
2018-11-06,0.0,0.0,4533.0
2018-11-07,0.0,0.0,5173.0
2018-11-08,0.0,0.0,4704.0
2018-11-09,0.0,0.0,4169.0
2018-11-10,0.0,0.0,1307.0
2018-11-11,0.0,0.0,844.0
2018-11-12,0.0,0.0,4439.0
2018-11-13,0.0,0.0,5104.0
2018-11-14,0.0,0.0,5005.0
2018-11-15,0.0,0.0,4624.0
2018-11-16,0.0,0.0,5327.0
2018-11-17,0.0,0.0,1467.0
2018-11-18,0.0,0.0,1021.0
2018-11-19,0.0,0.0,5024.0
2018-11-20,0.0,0.0,5208.0
2018-11-21,0.0,0.0,4903.0
2018-11-22,0.0,0.0,3266.0
2018-11-23,0.0,0.0,2226.0
2018-11-24,0.0,0.0,444.0
2018-11-25,0.0,0.0,370.0
2018-11-26,0.0,0.0,4285.0
2018-11-27,0.0,0.0,6398.0
2018-11-28,0.0,0.0,5545.0
2018-11-29,0.0,0.0,5973.0
2018-11-30,0.0,0.0,6180.0
2018-12-01,0.0,0.0,906.0
2018-12-02,0.0,0.0,512.0
2018-12-03,0.0,0.0,6269.0
2018-12-04,0.0,0.0,7832.0
2018-12-05,0.0,0.0,7539.0
2018-12-06,0.0,0.0,6679.0
2018-12-07,0.0,0.0,4816.0
2018-12-08,0.0,0.0,1017.0
2018-12-09,0.0,0.0,572.0
2018-12-10,0.0,0.0,5547.0
2018-12-11,0.0,0.0,6402.0
2018-12-12,0.0,0.0,6119.0
2018-12-13,0.0,0.0,6528.0
2018-12-14,0.0,0.0,5412.0
2018-12-15,0.0,0.0,733.0
2018-12-16,0.0,0.0,954.0
2018-12-17,0.0,0.0,6443.0
2018-12-18,0.0,0.0,7443.0
2018-12-19,0.0,0.0,6836.0
2018-12-20,0.0,0.0,6456.0
2018-12-21,0.0,0.0,4390.0
2018-12-22,0.0,0.0,642.0
2018-12-23,0.0,0.0,559.0
2018-12-24,0.0,0.0,1101.0
2018-12-25,0.0,0.0,681.0
2018-12-26,0.0,0.0,1637.0
2018-12-27,0.0,0.0,2502.0
2018-12-28,0.0,0.0,2064.0
2018-12-29,0.0,0.0,391.0
2018-12-30,0.0,0.0,494.0
2018-12-31,0.0,0.0,1345.0
2019-01-01,0.0,0.0,376.0
2019-01-02,0.0,0.0,5774.0
2019-01-03,0.0,0.0,6355.0
2019-01-04,0.0,0.0,5391.0
2019-01-05,0.0,0.0,506.0
2019-01-06,0.0,0.0,737.0
2019-01-07,0.0,0.0,5775.0
2019-01-08,0.0,0.0,7236.0
2019-01-09,0.0,0.0,6456.0
2019-01-10,0.0,0.0,6565.0
2019-01-11,0.0,0.0,5858.0
2019-01-12,0.0,0.0,925.0
2019-01-13,0.0,0.0,1110.0
2019-01-14,0.0,0.0,5823.0
2019-01-15,0.0,0.0,7033.0
2019-01-16,0.0,0.0,6804.0
2019-01-17,0.0,0.0,6540.0
2019-01-18,0.0,0.0,5790.0
2019-01-19,0.0,0.0,741.0
2019-01-20,0.0,0.0,844.0
2019-01-21,0.0,0.0,4913.0
2019-01-22,0.0,0.0,7454.0
2019-01-23,0.0,0.0,7834.0
2019-01-24,0.0,0.0,7489.0
2019-01-25,0.0,0.0,6564.0
2019-01-26,0.0,0.0,882.0
2019-01-27,0.0,0.0,767.0
2019-01-28,0.0,0.0,7621.0
2019-01-29,0.0,0.0,8361.0
2019-01-30,0.0,0.0,8284.0
2019-01-31,0.0,0.0,7682.0
2019-02-01,0.0,0.0,7233.0
2019-02-02,0.0,0.0,968.0
2019-02-03,0.0,0.0,1127.0
2019-02-04,0.0,0.0,6865.0
2019-02-05,0.0,0.0,11775.0
2019-02-06,0.0,0.0,9679.0
2019-02-07,0.0,0.0,9609.0
2019-02-08,0.0,0.0,7346.0
2019-02-09,0.0,0.0,1037.0
2019-02-10,0.0,0.0,1110.0
2019-02-11,0.0,0.0,8256.0
2019-02-12,0.0,0.0,9097.0
2019-02-13,0.0,0.0,8429.0
2019-02-14,0.0,0.0,9072.0
2019-02-15,0.0,0.0,7541.0
2019-02-16,0.0,0.0,1125.0
2019-02-17,0.0,0.0,743.0
2019-02-18,0.0,0.0,7363.0
2019-02-19,0.0,0.0,10076.0
2019-02-20,0.0,0.0,10472.0
2019-02-21,0.0,0.0,9201.0
2019-02-22,0.0,0.0,9868.0
2019-02-23,0.0,0.0,1684.0
2019-02-24,0.0,0.0,1016.0
2019-02-25,0.0,0.0,8757.0
2019-02-26,0.0,0.0,12395.0
2019-02-27,0.0,0.0,9016.0
2019-02-28,0.0,0.0,9391.0
2019-03-01,0.0,0.0,7623.0
2019-03-02,0.0,0.0,1323.0
2019-03-03,0.0,0.0,872.0
2019-03-04,0.0,0.0,8525.0
2019-03-05,0.0,0.0,10721.0
2019-03-06,0.0,0.0,8726.0
2019-03-07,0.0,0.0,10252.0
2019-03-08,0.0,0.0,8303.0
2019-03-09,0.0,0.0,1273.0
2019-03-10,0.0,0.0,1038.0
2019-03-11,0.0,0.0,8241.0
2019-03-12,0.0,0.0,9709.0
2019-03-13,0.0,0.0,12020.0
2019-03-14,0.0,0.0,11024.0
2019-03-15,0.0,0.0,8621.0
2019-03-16,0.0,0.0,1753.0
2019-03-17,0.0,0.0,1461.0
2019-03-18,0.0,0.0,5611.0
2019-03-19,0.0,0.0,11432.0
2019-03-20,0.0,0.0,10528.0
2019-03-21,0.0,0.0,10374.0
2019-03-22,0.0,0.0,8949.0
2019-03-23,0.0,0.0,1510.0
2019-03-24,0.0,0.0,1962.0
2019-03-25,0.0,0.0,10668.0
2019-03-26,0.0,0.0,10626.0
2019-03-27,0.0,0.0,9818.0
2019-03-28,0.0,0.0,11222.0
2019-03-29,0.0,0.0,9674.0
2019-03-30,0.0,0.0,2908.0
2019-03-31,0.0,0.0,1209.0
2019-04-01,0.0,0.0,9439.0
2019-04-02,0.0,0.0,11007.0
2019-04-03,0.0,0.0,10818.0
2019-04-04,0.0,0.0,11334.0
2019-04-05,0.0,0.0,10437.0
2019-04-06,0.0,0.0,1396.0
2019-04-07,0.0,0.0,1765.0
2019-04-08,0.0,0.0,11048.0
2019-04-09,0.0,0.0,11657.0
2019-04-10,0.0,0.0,11235.0
2019-04-11,0.0,0.0,10044.0
2019-04-12,0.0,0.0,9118.0
2019-04-13,0.0,0.0,1264.0
2019-04-14,0.0,0.0,1304.0
2019-04-15,0.0,0.0,9226.0
2019-04-16,0.0,0.0,10588.0
2019-04-17,0.0,0.0,10609.0
2019-04-18,0.0,0.0,9291.0
2019-04-19,0.0,0.0,6813.0
2019-04-20,0.0,0.0,1203.0
2019-04-21,0.0,0.0,1411.0
2019-04-22,0.0,0.0,7680.0
2019-04-23,0.0,0.0,12270.0
2019-04-24,0.0,0.0,11703.0
2019-04-25,0.0,0.0,10979.0
2019-04-26,0.0,0.0,10071.0
2019-04-27,0.0,0.0,1232.0
2019-04-28,0.0,0.0,1497.0
2019-04-29,0.0,0.0,9591.0
2019-04-30,0.0,0.0,10863.0
2019-05-01,0.0,0.0,8717.0
2019-05-02,0.0,0.0,10610.0
2019-05-03,0.0,0.0,10249.0
2019-05-04,0.0,0.0,1705.0
2019-05-05,0.0,0.0,1613.0
2019-05-06,0.0,0.0,10520.0
2019-05-07,0.0,0.0,13103.0
2019-05-08,0.0,0.0,12063.0
2019-05-09,0.0,0.0,12244.0
2019-05-10,0.0,0.0,11199.0
2019-05-11,0.0,0.0,1650.0
2019-05-12,0.0,0.0,1336.0
2019-05-13,0.0,0.0,11252.0
2019-05-14,0.0,0.0,13015.0
2019-05-15,0.0,0.0,13089.0
2019-05-16,0.0,0.0,13089.0
2019-05-17,0.0,0.0,11017.0
2019-05-18,0.0,0.0,1113.0
2019-05-19,0.0,0.0,1372.0
2019-05-20,0.0,0.0,11356.0
2019-05-21,0.0,0.0,13503.0
2019-05-22,0.0,0.0,12623.0
2019-05-23,0.0,0.0,13062.0
2019-05-24,0.0,0.0,11267.0
2019-05-25,0.0,0.0,1419.0
2019-05-26,0.0,0.0,1693.0
2019-05-27,0.0,0.0,6950.0
2019-05-28,0.0,0.0,12401.0
2019-05-29,0.0,0.0,13350.0
2019-05-30,0.0,0.0,12625.0
2019-05-31,0.0,0.0,11138.0
2019-06-01,0.0,0.0,1711.0
2019-06-02,0.0,0.0,1660.0
2019-06-03,0.0,0.0,13623.0
2019-06-04,0.0,0.0,17003.0
2019-06-05,0.0,0.0,16482.0
2019-06-06,0.0,0.0,15789.0
2019-06-07,0.0,0.0,12169.0
2019-06-08,0.0,0.0,1811.0
2019-06-09,0.0,0.0,1488.0
2019-06-10,0.0,0.0,12477.0
2019-06-11,0.0,0.0,15837.0
2019-06-12,0.0,0.0,14237.0
2019-06-13,0.0,0.0,16251.0
2019-06-14,0.0,0.0,15214.0
2019-06-15,0.0,0.0,1508.0
2019-06-16,0.0,0.0,2268.0
2019-06-17,0.0,0.0,14445.0
2019-06-18,0.0,0.0,16688.0
2019-06-19,0.0,0.0,15099.0
2019-06-20,0.0,0.0,16549.0
2019-06-21,0.0,0.0,14371.0
2019-06-22,0.0,0.0,2041.0
2019-06-23,0.0,0.0,2440.0
2019-06-24,0.0,0.0,14718.0
2019-06-25,0.0,0.0,16035.0
2019-06-26,0.0,0.0,16433.0
2019-06-27,0.0,0.0,17414.0
2019-06-28,0.0,0.0,14879.0
2019-06-29,0.0,0.0,2346.0
2019-06-30,0.0,0.0,2980.0
2019-07-01,0.0,0.0,15148.0
2019-07-02,0.0,0.0,17587.0
2019-07-03,0.0,0.0,16988.0
2019-07-04,0.0,0.0,10985.0
2019-07-05,0.0,0.0,10242.0
2019-07-06,0.0,0.0,1954.0
2019-07-07,0.0,0.0,3120.0
2019-07-08,0.0,0.0,17094.0
2019-07-09,0.0,0.0,19935.0
2019-07-10,0.0,0.0,18355.0
2019-07-11,0.0,0.0,21037.0
2019-07-12,0.0,0.0,16449.0
2019-07-13,0.0,0.0,3092.0
2019-07-14,0.0,0.0,3213.0
2019-07-15,0.0,0.0,15529.0
2019-07-16,0.0,0.0,20847.0
2019-07-17,0.0,0.0,21188.0
2019-07-18,0.0,0.0,18452.0
2019-07-19,0.0,0.0,16204.0
2019-07-20,0.0,0.0,4074.0
2019-07-21,0.0,0.0,3294.0
2019-07-22,0.0,0.0,19249.0
2019-07-23,0.0,0.0,21354.0
2019-07-24,0.0,0.0,17565.0
2019-07-25,0.0,0.0,17318.0
2019-07-26,0.0,0.0,14195.0
2019-07-27,0.0,0.0,2941.0
2019-07-28,0.0,0.0,2668.0
2019-07-29,0.0,0.0,16634.0
2019-07-30,0.0,0.0,15797.0
2019-07-31,0.0,0.0,20636.0
2019-08-01,0.0,0.0,19528.0
2019-08-02,0.0,0.0,16595.0
2019-08-03,0.0,0.0,1971.0
2019-08-04,0.0,0.0,1959.0
2019-08-05,0.0,0.0,17114.0
2019-08-06,0.0,0.0,20241.0
2019-08-07,0.0,0.0,20363.0
2019-08-08,0.0,0.0,19519.0
2019-08-09,0.0,0.0,17670.0
2019-08-10,0.0,0.0,2858.0
2019-08-11,0.0,0.0,2182.0
2019-08-12,0.0,0.0,16614.0
2019-08-13,0.0,0.0,22130.0
2019-08-14,0.0,0.0,21223.0
2019-08-15,0.0,0.0,20834.0
2019-08-16,0.0,0.0,18301.0
2019-08-17,0.0,0.0,2797.0
2019-08-18,0.0,0.0,2382.0
2019-08-19,0.0,0.0,20106.0
2019-08-20,0.0,0.0,21886.0
2019-08-21,0.0,0.0,22944.0
2019-08-22,0.0,0.0,22735.0
2019-08-23,0.0,0.0,20602.0
2019-08-24,0.0,0.0,3690.0
2019-08-25,0.0,0.0,3572.0
2019-08-26,0.0,0.0,23396.0
2019-08-27,0.0,0.0,25005.0
2019-08-28,0.0,0.0,23321.0
2019-08-29,0.0,0.0,21989.0
2019-08-30,0.0,0.0,19849.0
2019-08-31,0.0,0.0,2218.0
2019-09-01,0.0,0.0,3100.0
2019-09-02,0.0,0.0,11319.0
2019-09-03,0.0,0.0,21378.0
2019-09-04,0.0,0.0,23295.0
2019-09-05,0.0,0.0,22613.0
2019-09-06,0.0,0.0,21966.0
2019-09-07,0.0,0.0,5845.0
2019-09-08,0.0,0.0,5220.0
2019-09-09,0.0,0.0,22588.0
2019-09-10,0.0,0.0,26961.0
2019-09-11,0.0,0.0,23656.0
2019-09-12,0.0,0.0,24772.0
2019-09-13,0.0,0.0,22561.0
2019-09-14,0.0,0.0,5316.0
2019-09-15,0.0,0.0,5832.0
2019-09-16,0.0,0.0,24228.0
2019-09-17,0.0,0.0,29054.0
2019-09-18,0.0,0.0,27744.0
2019-09-19,0.0,0.0,26668.0
2019-09-20,0.0,0.0,23238.0
2019-09-21,0.0,0.0,3521.0
2019-09-22,0.0,0.0,4292.0
2019-09-23,0.0,0.0,22568.0
2019-09-24,0.0,0.0,25085.0
2019-09-25,0.0,0.0,27302.0
2019-09-26,0.0,0.0,29172.0
2019-09-27,0.0,0.0,27079.0
2019-09-28,0.0,0.0,5255.0
2019-09-29,0.0,0.0,4586.0
2019-09-30,0.0,0.0,26025.0
2019-10-01,0.0,0.0,28433.0
2019-10-02,0.0,0.0,27098.0
2019-10-03,0.0,0.0,23852.0
2019-10-04,0.0,0.0,21801.0
2019-10-05,0.0,0.0,2472.0
2019-10-06,0.0,0.0,2596.0
2019-10-07,0.0,0.0,23532.0
2019-10-08,0.0,0.0,28840.0
2019-10-09,0.0,0.0,26869.0
2019-10-10,0.0,0.0,27289.0
2019-10-11,0.0,0.0,25066.0
2019-10-12,0.0,0.0,3504.0
2019-10-13,0.0,0.0,2842.0
2019-10-14,0.0,0.0,21135.0
2019-10-15,0.0,0.0,26850.0
2019-10-16,0.0,0.0,29682.0
2019-10-17,0.0,0.0,27016.0
2019-10-18,0.0,0.0,24527.0
2019-10-19,0.0,0.0,3366.0
2019-10-20,0.0,0.0,2670.0
2019-10-21,0.0,0.0,27764.0
2019-10-22,0.0,0.0,27876.0
2019-10-23,0.0,0.0,29503.0
2019-10-24,0.0,0.0,28281.0
2019-10-25,0.0,0.0,24786.0
2019-10-26,0.0,0.0,2932.0
2019-10-27,0.0,0.0,3302.0
2019-10-28,0.0,0.0,24867.0
2019-10-29,0.0,0.0,28350.0
2019-10-30,0.0,0.0,28522.0
2019-10-31,0.0,0.0,28123.0
2019-11-01,0.0,0.0,21647.0
2019-11-02,0.0,0.0,3111.0
2019-11-03,0.0,0.0,3023.0
2019-11-04,0.0,0.0,23432.0
2019-11-05,0.0,0.0,29901.0
2019-11-06,0.0,0.0,29152.0
2019-11-07,0.0,0.0,30526.0
2019-11-08,0.0,0.0,28850.0
2019-11-09,0.0,0.0,4232.0
2019-11-10,0.0,0.0,3187.0
2019-11-11,0.0,0.0,26589.0
2019-11-12,0.0,0.0,30628.0
2019-11-13,0.0,0.0,31833.0
2019-11-14,0.0,0.0,32214.0
2019-11-15,0.0,0.0,28608.0
2019-11-16,0.0,0.0,3944.0
2019-11-17,0.0,0.0,3173.0
2019-11-18,0.0,0.0,27353.0
2019-11-19,0.0,0.0,30953.0
2019-11-20,0.0,0.0,32743.0
2019-11-21,0.0,0.0,31758.0
2019-11-22,0.0,0.0,28491.0
2019-11-23,0.0,0.0,4517.0
2019-11-24,0.0,0.0,4277.0
2019-11-25,0.0,0.0,31261.0
2019-11-26,0.0,0.0,37229.0
2019-11-27,0.0,0.0,32375.0
2019-11-28,0.0,0.0,21067.0
2019-11-29,0.0,0.0,17118.0
2019-11-30,0.0,0.0,2530.0
2019-12-01,0.0,0.0,3327.0
2019-12-02,0.0,0.0,28577.0
2019-12-03,0.0,0.0,34490.0
2019-12-04,0.0,0.0,33793.0
2019-12-05,0.0,0.0,34024.0
2019-12-06,0.0,0.0,28791.0
2019-12-07,0.0,0.0,4484.0
2019-12-08,0.0,0.0,4384.0
2019-12-09,0.0,0.0,31794.0
2019-12-10,0.0,0.0,36684.0
